,Date,Delhi,Mumbai,Chennai,Kolkata,Mean,Delhi_pc,Mumbai_pc,Chennai_pc,Kolkata_pc,Mean_pc,Price,INR,rup_lit_crude,int_pc,rup_lit_crude_pc,Type,INR_pc
1457,2018-12-05,66.39,69.48,70.09,68.12,68.52000000000001,21.84,15.99,22.09,20.25,19.97,61.4,70.52,27.23225157232704,34.35,47.05,Diesel,9.45
1458,2018-12-04,66.39,69.48,70.09,68.12,68.52000000000001,21.84,15.99,22.09,20.25,19.97,61.22,70.53,27.156267924528304,33.96,46.64,Diesel,9.47
1459,2018-12-03,66.66,69.77,70.38,68.39,68.8,22.33,16.48,22.59,20.72,20.46,60.17,70.41,26.645092452830188,31.66,43.88,Diesel,9.28
1460,2018-11-30,67.72,70.89,71.52,69.57,69.925,24.28,18.35,24.58,22.81,22.43,57.71,69.62,25.26899496855346,26.28,36.45,Diesel,8.06
1461,2018-11-29,68.13,71.33,71.95,69.98,70.3475,25.03,19.08,25.33,23.53,23.17,58.29,69.85,25.607273584905656,27.55,38.28,Diesel,8.41
1462,2018-11-28,68.49,71.71,72.34,70.34,70.72,25.69,19.72,26.01,24.17,23.83,57.97,70.58,25.7328465408805,26.85,38.96,Diesel,9.55
1463,2018-11-27,68.89,72.13,72.77,70.74,71.1325,26.43,20.42,26.75,24.87,24.55,59.58,70.76,26.51497358490566,30.37,43.18,Diesel,9.82
1464,2018-11-26,69.29,72.56,73.2,71.14,71.5475,27.16,21.14,27.5,25.58,25.27,59.7,70.88,26.61343396226415,30.63,43.71,Diesel,10.01
1465,2018-11-23,70.56,73.91,74.55,72.41,72.85749999999999,29.49,23.39,29.86,27.82,27.57,57.69,70.65,25.63395283018868,26.24,38.42,Diesel,9.65
1466,2018-11-22,70.97,74.34,74.99,72.83,73.2825,30.24,24.11,30.62,28.56,28.31,61.11,70.69,27.168967924528303,33.72,46.71,Diesel,9.72
1467,2018-11-21,71.27,74.66,75.31,73.13,73.5925,30.79,24.64,31.18,29.09,28.86,61.65,71.31,27.649443396226413,34.9,49.31,Diesel,10.68
1468,2018-11-20,71.27,74.66,75.31,73.13,73.5925,30.79,24.64,31.18,29.09,28.86,61.5,71.49,27.65179245283019,34.57,49.32,Diesel,10.96
1469,2018-11-19,71.39,74.79,75.44,73.25,73.7175,31.01,24.86,31.41,29.3,29.07,64.14,71.66,28.907373584905656,40.35,56.1,Diesel,11.22
1470,2018-11-16,71.93,75.36,76.02,73.79,74.275,32.01,25.81,32.42,30.26,30.05,65.29,71.9,29.52422012578617,42.87,59.43,Diesel,11.59
1471,2018-11-15,72.09,75.53,76.19,73.95,74.44,32.3,26.09,32.71,30.54,30.34,65.61,71.98,29.701935849056607,43.57,60.39,Diesel,11.72
1472,2018-11-14,72.19,75.64,76.3,74.05,74.545,32.48,26.28,32.9,30.71,30.52,64.88,72.3,29.50203773584905,41.97,59.31,Diesel,12.21
1473,2018-11-13,72.19,75.64,76.3,74.05,74.545,32.48,26.28,32.9,30.71,30.52,65.45,72.67,29.913531446540883,43.22,61.53,Diesel,12.79
1474,2018-11-12,72.31,75.76,76.43,74.17,74.6675,32.7,26.48,33.13,30.93,30.74,69.81,72.89,32.0028358490566,52.76,72.81,Diesel,13.13
1475,2018-11-09,72.74,76.22,76.89,74.6,75.11249999999998,33.49,27.25,33.93,31.69,31.52,69.01,72.5,31.466823899371075,51.01,69.92,Diesel,12.53
1476,2018-11-08,72.89,76.38,77.05,74.75,75.2675,33.77,27.51,34.21,31.95,31.79,69.29,72.41,31.55527610062893,51.62,70.4,Diesel,12.39
1477,2018-11-07,73.07,76.57,77.24,74.93,75.4525,34.1,27.83,34.54,32.27,32.11,70.1,72.5,31.963836477987417,53.39,72.6,Diesel,12.53
1478,2018-11-06,73.07,76.57,77.24,74.93,75.4525,34.1,27.83,34.54,32.27,32.11,70.64,72.96,32.41443018867925,54.57,75.04,Diesel,13.24
1479,2018-11-02,73.64,77.18,77.85,75.5,76.04249999999999,35.14,28.85,35.6,33.27,33.15,71.11,72.44,32.39753710691824,55.6,74.95,Diesel,12.43
1480,2018-11-01,73.78,77.32,78.0,75.63,76.1825,35.4,29.08,35.86,33.5,33.39,71.25,73.45,32.91391509433962,55.91,77.73,Diesel,14.0
1481,2018-10-31,73.78,77.32,78.0,75.63,76.1825,35.4,29.08,35.86,33.5,33.39,74.84,73.98,34.82178113207547,63.76,88.04,Diesel,14.82
1482,2018-10-30,73.78,77.32,78.0,75.63,76.1825,35.4,29.08,35.86,33.5,33.39,75.68,73.63,35.04602767295597,65.6,89.25,Diesel,14.28
1483,2018-10-29,73.85,77.4,78.08,75.7,76.2575,35.53,29.22,36.0,33.63,33.52,77.56,73.42,35.81418364779874,69.72,93.4,Diesel,13.95
1484,2018-10-26,74.73,78.33,79.02,76.58,77.16499999999999,37.14,30.77,37.64,35.18,35.11,77.4,73.46,35.75977358490566,69.37,93.1,Diesel,14.02
1485,2018-10-25,74.8,78.41,79.09,76.65,77.2375,37.27,30.9,37.76,35.3,35.24,77.3,73.28,35.62606289308176,69.15,92.38,Diesel,13.74
1486,2018-10-24,74.85,78.46,79.15,76.7,77.29,37.36,30.98,37.87,35.39,35.33,77.34,73.16,35.586128301886795,69.23,92.16,Diesel,13.55
1487,2018-10-23,74.85,78.46,79.15,76.7,77.29,37.36,30.98,37.87,35.39,35.33,78.67,73.57,36.400955345911946,72.14,96.56,Diesel,14.19
1488,2018-10-22,74.92,78.54,79.22,76.77,77.3625,37.49,31.12,37.99,35.52,35.46,80.45,73.56,37.21950943396227,76.04,100.98,Diesel,14.17
1489,2018-10-19,75.48,79.13,79.82,77.33,77.94,38.52,32.1,39.04,36.5,36.47,80.38,73.34,37.075906918239,75.89,100.21,Diesel,13.83
1490,2018-10-18,75.58,79.24,79.93,77.43,78.045,38.7,32.29,39.23,36.68,36.65,80.3,73.61,37.175364779874215,75.71,100.75,Diesel,14.25
1491,2018-10-17,75.69,79.35,80.04,77.54,78.155,38.91,32.47,39.42,36.88,36.84,79.91,73.63,37.00486352201258,74.86,99.83,Diesel,14.28
1492,2018-10-16,75.69,79.35,80.04,77.54,78.155,38.91,32.47,39.42,36.88,36.84,80.53,73.46,37.20587295597484,76.21,100.91,Diesel,14.02
1493,2018-10-15,75.46,79.11,79.8,77.31,77.92,38.48,32.07,39.0,36.47,36.43,80.91,73.8,37.55445283018868,77.05,102.79,Diesel,14.54
1494,2018-10-12,74.9,78.51,79.2,76.75,77.34,37.46,31.07,37.96,35.48,35.42,80.71,73.57,37.34487232704402,76.61,101.66,Diesel,14.19
1495,2018-10-11,74.62,78.22,78.9,76.47,77.05250000000001,36.94,30.58,37.43,34.99,34.91,81.35,74.09,37.907053459119496,78.01,104.7,Diesel,14.99
1496,2018-10-10,74.35,77.93,78.61,76.2,76.7725,36.45,30.1,36.93,34.51,34.42,83.82,74.23,39.13181509433962,83.41,111.31,Diesel,15.21
1497,2018-10-09,74.11,77.68,78.35,75.96,76.525,36.01,29.68,36.47,34.09,33.99,85.16,74.41,39.85380880503144,86.35,115.21,Diesel,15.49
1498,2018-10-08,73.82,77.37,78.04,75.67,76.22500000000001,35.47,29.17,35.93,33.57,33.46,84.22,74.06,39.2285106918239,84.29,111.83,Diesel,14.95
1499,2018-10-05,72.95,77.45,77.11,74.8,75.5775,33.88,29.3,34.31,32.04,32.33,85.12,73.77,39.49246792452831,86.26,113.26,Diesel,14.5
1500,2018-10-04,75.45,80.1,79.79,77.3,78.16000000000001,38.47,33.72,38.98,36.45,36.85,86.07,73.58,39.830381132075466,88.34,115.08,Diesel,14.2
1501,2018-10-03,75.25,79.89,79.57,77.1,77.95249999999999,38.1,33.37,38.6,36.1,36.49,85.45,73.36,39.42523270440252,86.98,112.9,Diesel,13.86
1502,2018-10-02,75.25,79.89,79.57,77.1,77.95249999999999,38.1,33.37,38.6,36.1,36.49,85.63,73.38,39.51905283018868,87.37,113.4,Diesel,13.89
1503,2018-10-01,75.09,79.72,79.4,76.94,77.7875,37.81,33.09,38.3,35.82,36.2,84.94,72.91,38.94953081761006,85.86,110.33,Diesel,13.16
1504,2018-09-28,74.42,79.01,78.69,76.27,77.0975,36.58,31.9,37.07,34.63,34.99,82.72,72.49,37.713036477987416,81.01,103.65,Diesel,12.51
1505,2018-09-27,74.24,78.82,78.49,76.09,76.91,36.25,31.59,36.72,34.32,34.66,81.54,72.59,37.22634339622642,78.42,101.02,Diesel,12.66
1506,2018-09-26,74.12,78.69,78.36,75.97,76.785,36.02,31.37,36.49,34.1,34.45,81.87,72.61,37.3873,79.15,101.89,Diesel,12.7
1507,2018-09-25,74.12,78.69,78.36,75.97,76.785,36.02,31.37,36.49,34.1,34.45,82.21,72.69,37.58393018867924,79.89,102.95,Diesel,12.82
1508,2018-09-24,74.02,78.58,78.26,75.87,76.6825,35.84,31.19,36.32,33.93,34.27,80.89,72.68,36.9753786163522,77.0,99.67,Diesel,12.8
1509,2018-09-21,73.87,78.42,78.1,75.72,76.5275,35.57,30.92,36.04,33.66,33.99,78.9,72.19,35.82258490566038,72.65,93.44,Diesel,12.04
1510,2018-09-20,73.87,78.42,78.1,75.72,76.5275,35.57,30.92,36.04,33.66,33.99,79.03,72.01,35.792140251572334,72.93,93.28,Diesel,11.76
1511,2018-09-19,73.87,78.42,78.1,75.72,76.5275,35.57,30.92,36.04,33.66,33.99,79.43,72.38,36.158134591194965,73.81,95.25,Diesel,12.34
1512,2018-09-18,73.87,78.42,78.1,75.72,76.5275,35.57,30.92,36.04,33.66,33.99,79.25,72.98,36.375251572327045,73.41,96.43,Diesel,13.27
1513,2018-09-17,73.78,78.33,78.0,75.63,76.435,35.4,30.77,35.86,33.5,33.83,78.22,72.52,35.67619119496855,71.16,92.65,Diesel,12.56
1514,2018-09-14,73.3,77.82,77.49,75.15,75.94,34.52,29.92,34.98,32.66,32.97,77.87,71.82,35.1737320754717,70.39,89.94,Diesel,11.47
1515,2018-09-12,72.97,77.47,77.13,74.82,75.5975,33.91,29.33,34.35,32.07,32.37,80.02,72.22,36.34619119496856,75.1,96.27,Diesel,12.09
1516,2018-09-11,72.97,77.47,77.13,75.82,75.8475,33.91,29.33,34.35,33.84,32.8,78.22,72.66,35.74506415094339,71.16,93.02,Diesel,12.77
1517,2018-09-10,72.83,77.32,76.98,75.68,75.7025,33.66,29.08,34.09,33.59,32.55,76.77,72.45,34.98104716981132,67.99,88.9,Diesel,12.45
1518,2018-09-07,72.07,76.51,76.17,74.92,74.9175,32.26,27.73,32.68,32.25,31.18,75.55,71.73,34.08302830188679,65.32,84.05,Diesel,11.33
1519,2018-09-06,71.55,75.96,75.61,74.4,74.38,31.31,26.81,31.7,31.33,30.23,75.67,71.96,34.246623899371066,65.58,84.93,Diesel,11.69
1520,2018-09-05,71.34,75.74,75.39,74.19,74.16499999999999,30.92,26.44,31.32,30.96,29.86,76.68,71.75,34.60245283018868,67.79,86.85,Diesel,11.36
1521,2018-09-04,71.34,75.74,75.39,74.19,74.16499999999999,30.92,26.44,31.32,30.96,29.86,77.51,71.58,34.89412452830189,69.61,88.43,Diesel,11.1
1522,2018-09-03,71.15,75.54,75.19,74.0,73.97,30.57,26.11,30.97,30.63,29.52,77.81,71.22,34.85300754716981,70.26,88.21,Diesel,10.54
1523,2018-08-31,70.21,74.54,74.18,73.06,72.9975,28.85,24.44,29.21,28.97,27.81,76.94,71.0,34.356855345911946,68.36,85.53,Diesel,10.2
1524,2018-08-30,69.93,74.24,73.88,72.78,72.70750000000001,28.34,23.94,28.69,28.47,27.31,77.05,70.74,34.27998113207547,68.6,85.11,Diesel,9.79
1525,2018-08-29,69.75,74.05,73.69,72.6,72.52250000000001,28.01,23.62,28.36,28.16,26.98,76.07,70.62,33.786562264150945,66.46,82.45,Diesel,9.61
1526,2018-08-28,69.61,73.9,73.54,72.46,72.3775,27.75,23.37,28.1,27.91,26.73,75.91,70.11,33.47201320754717,66.11,80.75,Diesel,8.82
1527,2018-08-27,69.46,73.74,73.38,72.31,72.2225,27.47,23.11,27.82,27.64,26.46,74.41,70.17,32.838677358490564,62.82,77.33,Diesel,8.91
1528,2018-08-24,69.18,73.44,73.08,72.02,71.92999999999999,26.96,22.6,27.29,27.13,25.94,74.41,69.91,32.71700062893082,62.82,76.67,Diesel,8.51
1529,2018-08-23,69.1,73.36,72.99,71.94,71.8475,26.81,22.47,27.14,26.99,25.8,73.73,70.11,32.51075660377359,61.33,75.56,Diesel,8.82
1530,2018-08-22,69.1,73.36,72.99,71.94,71.8475,26.81,22.47,27.14,26.99,25.8,72.96,69.89,32.07027924528302,59.65,73.18,Diesel,8.47
1531,2018-08-21,69.1,73.36,72.99,71.94,71.8475,26.81,22.47,27.14,26.99,25.8,71.65,69.82,31.46291194968553,56.78,69.9,Diesel,8.37
1532,2018-08-20,69.04,73.3,72.93,71.88,71.7875,26.7,22.37,27.03,26.88,25.69,71.11,69.82,31.225787421383643,55.6,68.62,Diesel,8.37
1533,2018-08-17,68.86,73.1,72.74,71.7,71.6,26.37,22.04,26.7,26.57,25.37,70.14,70.16,30.94982641509434,53.48,67.13,Diesel,8.89
1534,2018-08-16,68.78,73.02,72.65,71.62,71.51750000000001,26.22,21.9,26.55,26.43,25.22,69.21,70.19,30.55251509433962,51.44,64.98,Diesel,8.94
1535,2018-08-15,68.72,72.96,72.59,71.56,71.45750000000001,26.11,21.8,26.44,26.32,25.12,68.38,69.93,30.074298113207547,49.63,62.4,Diesel,8.54
1536,2018-08-14,68.72,72.96,72.59,71.56,71.45750000000001,26.11,21.8,26.44,26.32,25.12,70.77,69.9,31.112094339622644,54.86,68.0,Diesel,8.49
1537,2018-08-13,68.72,72.96,72.59,71.56,71.45750000000001,26.11,21.8,26.44,26.32,25.12,70.62,70.02,31.09944905660377,54.53,67.94,Diesel,8.68
1538,2018-08-10,68.57,72.8,72.43,71.41,71.30250000000001,25.84,21.54,26.16,26.05,24.85,71.0,68.83,30.735408805031447,55.36,65.97,Diesel,6.83
1539,2018-08-09,68.5,72.72,72.35,71.31,71.22,25.71,21.4,26.02,25.88,24.7,70.55,68.65,30.46073899371069,54.38,64.49,Diesel,6.55
1540,2018-08-08,68.5,72.72,72.35,71.31,71.22,25.71,21.4,26.02,25.88,24.7,70.71,68.62,30.516479245283016,54.73,64.79,Diesel,6.5
1541,2018-08-07,68.5,72.72,72.35,71.31,71.22,25.71,21.4,26.02,25.88,24.7,72.31,68.68,31.234281761006294,58.23,68.66,Diesel,6.6
1542,2018-08-06,68.44,72.66,72.29,71.22,71.1525,25.6,21.3,25.92,25.72,24.58,72.51,68.86,31.40275849056604,58.67,69.57,Diesel,6.88
1543,2018-08-03,68.02,72.21,71.84,70.8,70.7175,24.83,20.55,25.13,24.98,23.82,72.48,68.62,31.28036226415095,58.6,68.91,Diesel,6.5
1544,2018-08-02,67.93,72.12,71.74,70.69,70.62,24.67,20.4,24.96,24.78,23.65,72.95,68.69,31.51531761006289,59.63,70.18,Diesel,6.61
1545,2018-08-01,67.82,72.0,71.62,70.58,70.505,24.46,20.2,24.75,24.59,23.45,72.28,68.37,31.080400000000004,58.16,67.83,Diesel,6.12
1546,2018-07-31,67.82,72.0,71.62,70.58,70.505,24.46,20.2,24.75,24.59,23.45,74.16,68.55,31.97275471698113,62.28,72.65,Diesel,6.39
1547,2018-07-30,67.75,71.93,71.55,70.51,70.435,24.33,20.08,24.63,24.47,23.33,74.99,68.64,32.37304150943396,64.09,74.81,Diesel,6.53
1548,2018-07-27,67.72,71.89,71.52,70.43,70.39,24.28,20.02,24.58,24.32,23.25,74.84,68.69,32.3318213836478,63.76,74.59,Diesel,6.61
1549,2018-07-26,67.79,71.97,71.59,70.48,70.4575,24.41,20.15,24.7,24.41,23.37,74.51,68.67,32.17988490566038,63.04,73.77,Diesel,6.58
1550,2018-07-25,67.79,71.97,71.59,70.48,70.4575,24.41,20.15,24.7,24.41,23.37,73.67,68.75,31.854166666666664,61.2,72.01,Diesel,6.7
1551,2018-07-24,67.79,71.97,71.59,70.48,70.4575,24.41,20.15,24.7,24.41,23.37,73.53,68.95,31.88612264150944,60.9,72.18,Diesel,7.02
1552,2018-07-23,67.89,72.07,71.7,70.56,70.55499999999999,24.59,20.32,24.89,24.55,23.54,73.45,68.86,31.80985534591195,60.72,71.77,Diesel,6.88
1553,2018-07-20,68.23,72.44,72.06,70.84,70.89250000000001,25.22,20.93,25.52,25.05,24.13,71.99,68.83,31.16397295597484,57.53,68.29,Diesel,6.83
1554,2018-07-19,68.35,72.56,72.19,70.94,71.00999999999999,25.44,21.14,25.74,25.23,24.33,71.94,69.05,31.241867924528297,57.42,68.71,Diesel,7.17
1555,2018-07-18,68.47,72.65,72.28,71.03,71.1075,25.66,21.29,25.9,25.38,24.5,70.52,68.63,30.43891572327044,54.31,64.37,Diesel,6.52
1556,2018-07-17,68.47,72.65,72.28,71.03,71.1075,25.66,21.29,25.9,25.38,24.5,70.87,68.46,30.514215094339622,55.08,64.78,Diesel,6.25
1557,2018-07-16,68.47,72.65,72.28,71.03,71.1075,25.66,21.29,25.9,25.38,24.5,71.03,68.56,30.62777861635221,55.43,65.39,Diesel,6.41
1558,2018-07-13,68.43,72.61,72.24,70.98,71.06500000000001,25.58,21.22,25.83,25.3,24.43,74.11,68.48,31.91857106918239,62.17,72.36,Diesel,6.29
1559,2018-07-12,68.3,72.47,72.1,70.85,70.92999999999999,25.34,20.98,25.59,25.07,24.19,72.11,68.52,31.075328301886792,57.79,67.81,Diesel,6.35
1560,2018-07-11,68.23,72.4,72.03,70.78,70.86,25.22,20.87,25.47,24.94,24.07,75.35,68.77,32.59005974842767,64.88,75.99,Diesel,6.74
1561,2018-07-10,68.23,72.4,72.03,70.78,70.86,25.22,20.87,25.47,24.94,24.07,77.8,68.83,33.67908176100629,70.24,81.87,Diesel,6.83
1562,2018-07-09,68.07,72.23,71.85,70.62,70.6925,24.92,20.58,25.15,24.66,23.78,77.08,68.67,33.28983396226415,68.67,79.76,Diesel,6.58
1563,2018-07-06,67.66,71.79,71.42,70.21,70.27,24.17,19.85,24.4,23.94,23.04,74.98,68.87,32.47718616352201,64.07,75.38,Diesel,6.89
1564,2018-07-05,67.5,71.62,71.24,70.05,70.1025,23.88,19.57,24.09,23.65,22.74,77.09,68.95,33.42990880503145,68.69,80.52,Diesel,7.02
1565,2018-07-04,67.38,71.49,71.12,69.93,69.98,23.66,19.35,23.88,23.44,22.53,76.99,68.74,33.28485911949685,68.47,79.74,Diesel,6.69
1566,2018-07-03,67.38,71.49,71.12,69.93,69.98,23.66,19.35,23.88,23.44,22.53,75.87,68.52,32.69567547169812,66.02,76.56,Diesel,6.35
1567,2018-07-02,67.38,71.49,71.12,69.93,69.98,23.66,19.35,23.88,23.44,22.53,76.71,68.79,33.187930188679246,67.86,79.21,Diesel,6.77
1568,2018-06-29,67.38,71.49,71.12,69.93,69.98,23.66,19.35,23.88,23.44,22.53,77.44,68.46,33.343033962264144,69.45,80.05,Diesel,6.25
1569,2018-06-28,67.38,71.52,71.12,69.93,69.9875,23.66,19.4,23.88,23.44,22.54,76.26,68.79,32.99324150943397,66.87,78.16,Diesel,6.77
1570,2018-06-27,67.38,71.52,71.12,69.93,69.9875,23.66,19.4,23.88,23.44,22.54,76.09,68.61,32.83355283018868,66.5,77.3,Diesel,6.49
1571,2018-06-26,67.38,71.52,71.12,69.93,69.9875,23.66,19.4,23.88,23.44,22.54,73.58,68.29,31.6023786163522,61.01,70.65,Diesel,5.99
1572,2018-06-25,67.48,71.66,71.22,70.03,70.0975,23.84,19.63,24.06,23.62,22.74,72.82,68.07,31.175203773584897,59.34,68.35,Diesel,5.65
1573,2018-06-22,67.68,71.99,71.44,70.23,70.33500000000001,24.21,20.18,24.44,23.97,23.15,73.67,67.85,31.437166666666663,61.2,69.76,Diesel,5.31
1574,2018-06-21,67.68,71.99,71.44,70.23,70.33500000000001,24.21,20.18,24.44,23.97,23.15,72.87,67.96,31.146196226415093,59.45,68.19,Diesel,5.48
1575,2018-06-20,67.78,72.13,71.54,70.33,70.445,24.39,20.42,24.61,24.15,23.34,74.25,68.11,31.806084905660377,62.47,71.75,Diesel,5.71
1576,2018-06-19,67.78,72.13,71.54,70.33,70.445,24.39,20.42,24.61,24.15,23.34,74.92,68.38,32.22031194968553,63.94,73.99,Diesel,6.13
1577,2018-06-18,67.78,72.13,71.54,70.33,70.445,24.39,20.42,24.61,24.15,23.34,74.87,68.04,32.03870943396227,63.83,73.01,Diesel,5.6
1578,2018-06-15,67.85,72.24,71.62,70.4,70.5275,24.52,20.6,24.75,24.27,23.49,72.02,68.02,30.81006540880503,57.59,66.37,Diesel,5.57
1579,2018-06-14,67.85,72.24,71.62,70.4,70.5275,24.52,20.6,24.75,24.27,23.49,74.77,67.6,31.789006289308173,63.61,71.66,Diesel,4.92
1580,2018-06-13,67.85,72.24,71.62,70.4,70.5275,24.52,20.6,24.75,24.27,23.49,75.07,67.61,31.921274842767293,64.27,72.37,Diesel,4.94
1581,2018-06-12,67.85,72.24,71.62,70.4,70.5275,24.52,20.6,24.75,24.27,23.49,74.86,67.44,31.75193962264151,63.81,71.46,Diesel,4.67
1582,2018-06-11,67.95,72.35,71.73,70.5,70.63250000000001,24.7,20.78,24.94,24.45,23.67,74.58,67.43,31.628486792452836,63.19,70.79,Diesel,4.66
1583,2018-06-08,68.58,73.02,72.4,71.13,71.2825,25.86,21.9,26.11,25.56,24.81,75.11,67.5,31.88632075471698,64.35,72.19,Diesel,4.76
1584,2018-06-07,68.73,73.17,72.56,71.28,71.435,26.13,22.15,26.39,25.83,25.08,75.23,67.12,31.75746918238994,64.62,71.49,Diesel,4.18
1585,2018-06-06,68.8,73.25,72.64,71.35,71.50999999999999,26.26,22.29,26.53,25.95,25.21,73.23,66.92,30.821079245283023,60.24,66.43,Diesel,3.86
1586,2018-06-05,68.88,73.33,72.72,71.43,71.59,26.41,22.42,26.67,26.09,25.35,72.91,67.15,30.791864779874217,59.54,66.28,Diesel,4.22
1587,2018-06-04,68.97,73.43,72.82,71.52,71.685,26.57,22.59,26.84,26.25,25.52,73.41,67.06,30.961475471698115,60.63,67.19,Diesel,4.08
1588,2018-06-01,69.2,73.67,73.06,71.75,71.92,27.0,22.99,27.26,26.65,25.93,74.54,67.11,31.46150566037736,63.11,69.89,Diesel,4.16
1589,2018-05-31,69.25,73.73,73.12,71.8,71.97500000000001,27.09,23.09,27.36,26.74,26.02,76.45,67.36,32.38787421383648,67.29,74.89,Diesel,4.55
1590,2018-05-29,69.31,73.79,73.18,71.86,72.03500000000001,27.2,23.19,27.47,26.85,26.13,74.51,67.84,31.79093333333334,63.04,71.67,Diesel,5.29
1591,2018-05-25,68.75,73.2,72.58,71.3,71.4575,26.17,22.2,26.42,25.86,25.12,76.6,67.79,32.6585786163522,67.61,76.36,Diesel,5.21
1592,2018-05-24,68.53,72.96,72.35,71.08,71.23,25.77,21.8,26.02,25.47,24.72,78.9,68.38,33.93196226415095,72.65,83.23,Diesel,6.13
1593,2018-05-23,68.34,72.76,72.14,70.89,71.0325,25.42,21.47,25.66,25.14,24.37,78.69,68.42,33.86144528301887,72.19,82.85,Diesel,6.19
1594,2018-05-22,68.08,72.48,71.87,70.63,70.765,24.94,21.0,25.19,24.68,23.9,80.42,68.01,34.39851698113208,75.97,85.75,Diesel,5.56
1595,2018-05-21,67.82,72.21,71.59,70.37,70.4975,24.46,20.55,24.7,24.22,23.44,78.34,68.14,33.572877987421386,71.42,81.29,Diesel,5.76
1596,2018-05-18,67.08,71.42,70.8,69.63,69.7325,23.11,19.23,23.32,22.91,22.1,78.38,68.0,33.521006289308175,71.51,81.01,Diesel,5.54
1597,2018-05-17,66.79,71.12,70.49,69.33,69.4325,22.57,18.73,22.78,22.38,21.57,80.09,67.74,34.12136226415094,75.25,84.25,Diesel,5.14
1598,2018-05-16,66.57,70.88,70.25,69.11,69.2025,22.17,18.33,22.37,21.99,21.17,78.19,67.8,33.34139622641509,71.09,80.04,Diesel,5.23
1599,2018-05-15,66.36,70.66,70.02,68.9,68.98499999999999,21.78,17.96,21.96,21.62,20.79,78.94,68.06,33.79029182389937,72.74,82.47,Diesel,5.63
1600,2018-05-14,66.14,70.43,69.79,68.68,68.76,21.38,17.58,21.56,21.24,20.39,78.17,67.53,33.200126415094346,71.05,79.28,Diesel,4.81
1601,2018-05-11,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,77.37,67.34,32.76789811320755,69.3,76.95,Diesel,4.52
1602,2018-05-10,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,77.59,67.26,32.82203396226416,69.78,77.24,Diesel,4.39
1603,2018-05-09,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,77.6,67.26,32.826264150943395,69.8,77.26,Diesel,4.39
1604,2018-05-08,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,74.16,67.09,31.291788679245283,62.28,68.98,Diesel,4.13
1605,2018-05-04,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,74.75,66.86,31.432610062893083,63.57,69.74,Diesel,3.77
1606,2018-05-03,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,73.45,66.62,30.77508805031447,60.72,66.19,Diesel,3.4
1607,2018-05-02,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,73.14,66.67,30.6682,60.04,65.61,Diesel,3.48
1608,2018-04-30,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,75.92,66.37,31.690631446540884,66.13,71.13,Diesel,3.01
1609,2018-04-27,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,75.33,66.66,31.58174716981132,64.84,70.54,Diesel,3.46
1610,2018-04-26,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,75.39,66.75,31.649575471698117,64.97,70.91,Diesel,3.6
1611,2018-04-25,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,73.79,66.98,31.084617610062896,61.47,67.86,Diesel,3.96
1612,2018-04-24,65.93,70.2,69.56,68.63,68.58,20.99,17.2,21.16,21.15,20.08,75.86,66.39,31.675128301886797,66.0,71.05,Diesel,3.04
1613,2018-04-23,65.75,70.01,69.37,68.45,68.395,20.66,16.88,20.83,20.83,19.75,74.54,66.42,31.13803018867925,63.11,68.14,Diesel,3.09
1614,2018-04-20,65.31,69.54,68.9,68.01,67.94000000000001,19.86,16.09,20.01,20.05,18.96,74.62,66.12,31.03065660377359,63.28,67.57,Diesel,2.62
1615,2018-04-19,65.27,69.5,68.86,67.97,67.9,19.78,16.03,19.94,19.98,18.89,74.85,65.79,30.97095283018868,63.79,67.24,Diesel,2.11
1616,2018-04-18,65.18,69.41,68.76,67.88,67.8075,19.62,15.88,19.77,19.82,18.73,73.73,65.67,30.451881132075474,61.33,64.44,Diesel,1.92
1617,2018-04-17,65.18,69.41,68.76,67.88,67.8075,19.62,15.88,19.77,19.82,18.73,71.71,65.64,29.604052830188675,56.91,59.86,Diesel,1.88
1618,2018-04-16,65.18,69.41,68.76,67.88,67.8075,19.62,15.88,19.77,19.82,18.73,72.05,65.5,29.68097484276729,57.66,60.28,Diesel,1.66
1619,2018-04-13,64.96,69.17,68.53,67.65,67.5775,19.21,15.48,19.37,19.42,18.32,73.18,65.21,30.01300503144654,60.13,62.07,Diesel,1.21
1620,2018-04-12,64.93,69.14,68.49,67.62,67.545,19.16,15.43,19.3,19.36,18.27,71.44,65.26,29.321851572327045,56.32,58.34,Diesel,1.29
